コード,会社名,市場区分,新市場区分,「上場維持基準の適合に向けた計画書」を開示している会社,備考
2702,日本マクドナルドホールディングス株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2705,株式会社大戸屋ホールディングス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2706,株式会社ブロッコリー,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2708,株式会社久世,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2715,エレマテック株式会社,市場第一部,プライム市場,,
2721,株式会社ジェイホールディングス,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
2722,株式会社アイケイ,市場第一部,プライム市場,✓,
2726,株式会社パルグループホールディングス,市場第一部,プライム市場,,
2729,株式会社ＪＡＬＵＸ,市場第一部,スタンダード市場,,
2730,株式会社エディオン,市場第一部,プライム市場,,
2733,株式会社あらた,市場第一部,プライム市場,,
2734,株式会社サーラコーポレーション,市場第一部,プライム市場,,
2735,株式会社ワッツ,市場第一部,プライム市場,✓,
2736,フェスタリアホールディングス株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2737,株式会社トーメンデバイス,市場第一部,プライム市場,✓,
2742,株式会社ハローズ,市場第一部,プライム市場,,
2743,ピクセルカンパニーズ株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2747,北雄ラッキー株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2749,株式会社ＪＰホールディングス,市場第一部,プライム市場,,
2750,石光商事株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2751,株式会社テンポスホールディングス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2752,株式会社フジオフードグループ本社,市場第一部,プライム市場,,
2753,株式会社あみやき亭,市場第一部,プライム市場,,
2754,株式会社東葛ホールディングス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2760,東京エレクトロン　デバイス株式会社,市場第一部,プライム市場,,
2761,トシン・グループ株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
2762,株式会社ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,市場第二部,スタンダード市場,,
2763,株式会社エフティグループ,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
2764,株式会社ひらまつ,市場第一部,プライム市場,✓,
2767,フィールズ株式会社,市場第一部,プライム市場,✓,
2768,双日株式会社,市場第一部,プライム市場,,
2769,株式会社ヴィレッジヴァンガードコーポレーション,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2773,株式会社ミューチュアル,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2776,新都ホールディングス株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2777,株式会社カッシーナ・イクスシー,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
2778,パレモ・ホールディングス株式会社,市場第二部,スタンダード市場,,
2780,株式会社コメ兵ホールディングス,市場第二部,スタンダード市場,,
2782,株式会社セリア,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2784,アルフレッサ　ホールディングス株式会社,市場第一部,プライム市場,,
2788,アップルインターナショナル株式会社,市場第二部,スタンダード市場,,
2789,株式会社カルラ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2790,株式会社ナフコ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2791,大黒天物産株式会社,市場第一部,プライム市場,,
2792,株式会社ハニーズホールディングス,市場第一部,プライム市場,,
2795,日本プリメックス株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2796,ファーマライズホールディングス株式会社,市場第一部,プライム市場,✓,
2798,株式会社ワイズテーブルコーポレーション,市場第二部,スタンダード市場,,
2801,キッコーマン株式会社,市場第一部,プライム市場,,
2802,味の素株式会社,市場第一部,プライム市場,,
2804,ブルドックソース株式会社,市場第一部,プライム市場,,
2805,ヱスビー食品株式会社,市場第二部,スタンダード市場,,
2806,ユタカフーズ株式会社,市場第二部,スタンダード市場,✓,
2809,キユーピー株式会社,市場第一部,プライム市場,,
2810,ハウス食品グループ本社株式会社,市場第一部,プライム市場,,
2811,カゴメ株式会社,市場第一部,プライム市場,,
2812,焼津水産化学工業株式会社,市場第一部,スタンダード市場,,
2813,和弘食品株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
2814,佐藤食品工業株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
2815,アリアケジャパン株式会社,市場第一部,プライム市場,,
2816,株式会社ダイショー,市場第二部,スタンダード市場,,
2818,株式会社ピエトロ,市場第一部,プライム市場,✓,
2819,エバラ食品工業株式会社,市場第一部,スタンダード市場,,
2820,株式会社やまみ,市場第一部,プライム市場,✓,
2830,アヲハタ株式会社,市場第二部,スタンダード市場,,
2831,はごろもフーズ株式会社,市場第二部,スタンダード市場,,
2871,株式会社ニチレイ,市場第一部,プライム市場,,
2872,株式会社セイヒョー,市場第二部,スタンダード市場,✓,
2874,横浜冷凍株式会社,市場第一部,プライム市場,,
2875,東洋水産株式会社,市場第一部,プライム市場,,
2876,株式会社デルソーレ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2877,日東ベスト株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2882,株式会社イートアンドホールディングス,市場第一部,プライム市場,,
2883,株式会社大冷,市場第一部,スタンダード市場,,
2884,株式会社ヨシムラ・フード・ホールディングス,市場第一部,プライム市場,,
2892,日本食品化工株式会社,市場第二部,スタンダード市場,,
2894,石井食品株式会社,市場第二部,スタンダード市場,,
2897,日清食品ホールディングス株式会社,市場第一部,プライム市場,,
2899,株式会社永谷園ホールディングス,市場第一部,プライム市場,,
2901,石垣食品株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
2903,シノブフーズ株式会社,市場第二部,スタンダード市場,,
2904,一正蒲鉾株式会社,市場第一部,プライム市場,✓,
2905,オーケー食品工業株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
2907,株式会社あじかん,市場第二部,スタンダード市場,,
2908,フジッコ株式会社,市場第一部,プライム市場,,
2910,株式会社ロック・フィールド,市場第一部,プライム市場,,
2911,旭松食品株式会社,市場第二部,スタンダード市場,,
2914,日本たばこ産業株式会社,市場第一部,プライム市場,,
2915,ケンコーマヨネーズ株式会社,市場第一部,プライム市場,,
2916,仙波糖化工業株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2917,株式会社大森屋,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2918,わらべや日洋ホールディングス株式会社,市場第一部,プライム市場,,
2922,株式会社なとり,市場第一部,プライム市場,,
2923,サトウ食品株式会社,市場第二部,スタンダード市場,,
2924,イフジ産業株式会社,市場第一部,スタンダード市場,,
2925,株式会社ピックルスコーポレーション,市場第一部,プライム市場,,
2926,株式会社篠崎屋,市場第二部,スタンダード市場,,
2927,株式会社ＡＦＣ－ＨＤアムスライフサイエンス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2929,株式会社ファーマフーズ,市場第一部,プライム市場,,
2930,株式会社北の達人コーポレーション,市場第一部,プライム市場,,
2931,株式会社ユーグレナ,市場第一部,プライム市場,,
2932,株式会社ＳＴＩフードホールディングス,市場第二部,スタンダード市場,,
2933,株式会社紀文食品,市場第一部,プライム市場,,
2934,ジェイフロンティア株式会社,マザーズ,グロース市場,,
2961,日本調理機株式会社,市場第二部,スタンダード市場,,
2970,株式会社グッドライフカンパニー,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2975,スター・マイカ・ホールディングス株式会社,市場第一部,プライム市場,,
2978,株式会社ツクルバ,マザーズ,グロース市場,,
2980,ＳＲＥホールディングス株式会社,市場第一部,プライム市場,,
2981,株式会社ランディックス,マザーズ,グロース市場,,
2982,株式会社ＡＤワークスグループ,市場第一部,プライム市場,✓,
2983,株式会社アールプランナー,マザーズ,グロース市場,,
2986,株式会社ＬＡホールディングス,ＪＡＳＤＡＱグロース,グロース市場,,
2987,株式会社タスキ,マザーズ,グロース市場,,
2991,株式会社ランドネット,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
2993,株式会社長栄,市場第二部,スタンダード市場,,
3001,片倉工業株式会社,市場第一部,スタンダード市場,,
3002,グンゼ株式会社,市場第一部,プライム市場,,
3003,ヒューリック株式会社,市場第一部,プライム市場,,
3004,神栄株式会社,市場第一部,スタンダード市場,,
3010,ポラリス・ホールディングス株式会社,市場第二部,スタンダード市場,✓,
